KEGG_name,KEGG_classification,gene_name,count
hsa04810_Regulation_of_actin_cytoskeleton,Cell motility,ABI2/ACTB/ACTN1/ACTR2/ACTR3/ACTR3B/AKT1/AKT2/AKT3/APC/APC2/ARAF/ARHGEF12/ARHGEF4/ARHGEF6/ARHGEF7/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/ARPC5L/BAIAP2/BDKRB2/C5/C7/C8G/C9/CDC42/CFL1/CHRM2/CHRM3/CHRM4/CHRM5/CRK/CRKL/CXCL12/CXCR4/CYFIP2/DIAPH1/DIAPH2/DIAPH3/DOCK1/EGF/EGFR/ENAH/EZR/F2/F2R/FGD1/FGF17/FGF18/FGF2/FGF20/FGF22/FGF5/FGF8/FGF9/FGFR1/FGFR2/FGFR3/FGFR4/FN1/GIT1/GNA12/GNA13/GNG12/GSN/HRAS/IQGAP1/IQGAP2/ITGA10/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGA6/ITGA7/ITGA8/ITGA9/ITGAE/ITGAL/ITGAM/ITGAV/ITGAX/ITGB1/ITGB2/ITGB3/ITGB4/ITGB5/ITGB7/ITGB8/KRAS/LIMK1/LIMK2/LPAR1/LPAR2/LPAR4/MAP2K1/MAP2K2/MAPK1/MAPK3/MRAS/MSN/MYH10/MYH11/MYH14/MYH9/MYL12A/MYL2/MYL5/MYL9/MYLK/NCKAP1/NCKAP1L/PAK1/PAK2/PAK3/PAK4/PDGFA/PDGFB/PDGFC/PDGFD/PDGFRB/PFN1/PFN2/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIKFYVE/PIP4K2A/PIP4K2C/PIP5K1A/PIP5K1B/PIP5K1C/PPP1CB/PPP1CC/PPP1R12A/PPP1R12B/PTK2/PXN/RAC1/RAC2/RAC3/RAF1/RDX/RHOA/ROCK1/ROCK2/RRAS/RRAS2/SCIN/SLC9A1/SOS1/SOS2/SRC/SSH1/SSH3/TIAM1/VAV1/VAV2/VAV3/VCL/WASF1/WASF2/WASL,170
hsa04910_Insulin_signaling_pathway,Endocrine system,ACACB/AKT1/AKT2/AKT3/ARAF/CALM1/CALML4/CBL/CBLB/CRK/CRKL/EIF4E/EIF4E2/EIF4EBP1/ELK1/EXOC7/FASN/FBP1/FLOT1/FLOT2/FOXO1/G6PC3/GCK/GRB2/GSK3B/GYS1/HK1/HK2/HK3/HKDC1/HRAS/IKBKB/INPP5A/INPPL1/INSR/IRS1/IRS2/KRAS/LIPE/MAP2K1/MAP2K2/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/MKNK1/MKNK2/PCK1/PCK2/PDE3B/PDPK1/PHKA1/PHKA2/PHKB/PHKG1/PHKG2/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PKLR/PPARGC1A/PPP1CB/PPP1CC/PPP1R3C/PPP1R3D/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PRKCI/PTPN1/PTPRF/PYGB/PYGL/PYGM/RAF1/RAPGEF1/RHEB/RHOQ/RPS6/RPS6KB1/RPS6KB2/SH2B2/SHC1/SHC2/SHC3/SLC2A4/SOCS1/SOCS2/SOCS3/SOS1/SOS2/SREBF1/TRIP10/TSC1/TSC2,108
hsa04911_Insulin_secretion,Endocrine system,ABCC8/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ATF2/ATF6B/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CAMK2A/CAMK2B/CAMK2G/CHRM3/CREB1/CREB3/CREB3L1/CREB3L2/GCK/GNA11/GNAQ/GNAS/ITPR3/KCNMA1/KCNMB1/KCNMB3/KCNMB4/KCNN1/KCNN2/KCNN3/KCNN4/PCLO/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/RAB3A/RAPGEF4/RIMS2/RYR2/SLC2A1/SNAP25/STX1A/TRPM4/VAMP2,58
hsa04912_GnRH_signaling_pathway,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CDC42/EGFR/EGR1/ELK1/GNA11/GNAQ/GNAS/GNRH1/GNRH2/GRB2/HBEGF/HRAS/ITPR1/ITPR2/ITPR3/JUN/KRAS/MAP2K1/MAP2K2/MAP2K4/MAP2K6/MAP2K7/MAP3K1/MAP3K2/MAP3K3/MAP3K4/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK7/MAPK8/MAPK9/MMP14/MMP2/PLA2G4A/PLA2G4C/PLCB1/PLCB2/PLCB3/PLCB4/PLD1/PLD2/PRKACA/PRKACB/PRKCA/PRKCB/PRKCD/PTK2B/RAF1/SOS1/SOS2/SRC,71
hsa04913_Ovarian_steroidogenesis,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKR1C3/ALOX5/BMP6/CYP11A1/CYP17A1/CYP19A1/CYP1A1/CYP1B1/CYP2J2/GNAS/HSD17B1/HSD17B2/IGF1/IGF1R/INSR/LDLR/PLA2G4A/PLA2G4C/PRKACA/PRKACB/PTGS2/SCARB1/STAR,29
hsa04914_Progesterone-mediated_oocyte_maturation,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKT1/AKT2/AKT3/ANAPC10/ANAPC13/ANAPC2/ANAPC5/ARAF/AURKA/BUB1/CCNA1/CCNA2/CCNB1/CCNB2/CDC16/CDC23/CDC25A/CDC25B/CDC25C/CDC27/CDK2/CPEB1/CPEB3/FZR1/GNAI1/GNAI2/GNAI3/HSP90AA1/HSP90AB1/IGF1/IGF1R/KIF22/KRAS/MAD1L1/MAD2L1/MAP2K1/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/PDE3B/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLK1/PRKACA/PRKACB/RAF1/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6/STK10,67
hsa04915_Estrogen_signaling_pathway,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKT1/AKT2/AKT3/ATF2/ATF6B/BCL2/CALM1/CALML4/CREB1/CREB3/CREB3L1/CREB3L2/CTSD/EBAG9/EGFR/ESR1/ESR2/FKBP4/FOS/GABBR1/GABBR2/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNAS/GRB2/GRM1/HBEGF/HRAS/HSP90AA1/HSP90AB1/HSPA1L/HSPA2/HSPA6/ITPR1/ITPR2/ITPR3/JUN/KCNJ3/KCNJ5/KCNJ9/KRAS/KRT10/KRT12/KRT23/MAP2K1/MAP2K2/MAPK1/MAPK3/MMP2/MMP9/NCOA1/NCOA2/NCOA3/NOS3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCB1/PLCB2/PLCB3/PLCB4/POMC/PRKACA/PRKACB/PRKCD/RAF1/RARA/SHC1/SHC2/SHC3/SOS1/SOS2/SP1/SRC/TGFA,87
hsa04916_Melanogenesis,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ASIP/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CREB1/CREB3/CREB3L1/CREB3L2/CREBBP/CTNNB1/DCT/DVL1/DVL2/DVL3/EDN1/EP300/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNAS/GSK3B/HRAS/KIT/KRAS/LEF1/MAP2K1/MAP2K2/MAPK1/MAPK3/MC1R/MITF/PLCB1/PLCB2/PLCB3/PLCB4/POMC/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/RAF1/TCF7/TCF7L1/TCF7L2/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B,74
hsa04917_Prolactin_signaling_pathway,Endocrine system,AKT1/AKT2/AKT3/CCND1/CCND2/CISH/CYP17A1/ELF5/ESR1/ESR2/FOS/FOXO3/GALT/GCK/GRB2/GSK3B/HRAS/IRF1/JAK2/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/NFKB1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PRLR/RAF1/RELA/SHC1/SHC2/SHC3/SOCS1/SOCS2/SOCS3/SOCS5/SOCS6/SOS1/SOS2/SRC/STAT1/STAT3/STAT5A/STAT5B/TNFRSF11A/TNFSF11,58
hsa04918_Thyroid_hormone_synthesis,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ALB/ASGR1/ASGR2/ATF2/ATF6B/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/CANX/CREB1/CREB3/CREB3L1/CREB3L2/DUOX1/DUOX2/GNAQ/GNAS/GPX1/GPX2/GPX3/GPX7/GSR/HSPA5/ITPR1/ITPR2/ITPR3/LRP2/PAX8/PDIA4/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/SLC26A4/SLC5A5/TG/TPO/TSHR/TTF1/TTF2,53
hsa04919_Thyroid_hormone_signaling_pathway,Endocrine system,ACTB/AKT1/AKT2/AKT3/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2A1/ATP2A2/ATP2A3/BMP4/CASP9/CCND1/CREBBP/CTNNB1/DIO1/DIO2/EP300/ESR1/FOXO1/GSK3B/HDAC1/HDAC2/HDAC3/HIF1A/HRAS/ITGAV/ITGB3/KAT2B/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK3/MDM2/MED1/MED12/MED13/MED13L/MED14/MED16/MED17/MED24/MED27/MED4/MYC/MYH6/MYH7/NCOA1/NCOA2/NCOA3/NCOR1/NOTCH1/NOTCH2/NOTCH3/PDPK1/PFKFB2/PFKM/PFKP/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCB1/PLCB2/PLCB3/PLCB4/PLCD1/PLCE1/PLCG1/PLCG2/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/RAF1/RCAN1/RCAN2/RHEB/RXRB/SLC16A10/SLC16A2/SLC2A1/SLC9A1/SRC/STAT1/TBC1D4/THRA/THRB/TP53/TSC2/WNT4,97
hsa04920_Adipocytokine_signaling_pathway,Endocrine system,ACACB/ACSBG1/ACSBG2/ACSL1/ACSL3/ACSL4/ACSL5/ACSL6/ADIPOR1/ADIPOR2/AGRP/AKT1/AKT2/AKT3/CAMKK2/CD36/CHUK/CPT1A/G6PC3/IKBKB/IRS1/IRS2/JAK2/LEP/MAPK10/MAPK8/MAPK9/NFKB1/NFKBIA/NFKBIB/NFKBIE/PCK1/PCK2/POMC/PPARA/PPARGC1A/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKAG1/PRKAG2/PRKCQ/PTPN11/RELA/RXRB/SLC2A1/SLC2A4/SOCS3/STAT3/STK11/TNF/TRADD/TRAF2,54
hsa04921_Oxytocin_signaling_pathway,Endocrine system,ACTB/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CACNA2D1/CACNA2D2/CACNA2D3/CACNB1/CACNB2/CACNB3/CACNB4/CACNG2/CACNG4/CALM1/CALML4/CAMK1/CAMK1D/CAMK2A/CAMK2B/CAMK2G/CAMK4/CAMKK2/CCND1/CD38/CDKN1A/EEF2/EGFR/ELK1/FOS/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNAS/GUCY1A2/HRAS/ITPR1/ITPR2/ITPR3/JUN/KCNJ14/KCNJ2/KCNJ3/KCNJ5/KCNJ9/KRAS/MAP2K1/MAP2K2/MAP2K5/MAPK1/MAPK3/MAPK7/MEF2C/MYL6/MYL9/MYLK/NFATC1/NFATC3/NFATC4/NOS3/NPPA/NPR1/NPR2/OXT/OXTR/PIK3CG/PIK3R5/PLA2G4A/PLA2G4C/PLCB1/PLCB2/PLCB3/PLCB4/PPP1CB/PPP1CC/PPP1R12A/PPP1R12B/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/PRKCA/PRKCB/PRKCG/PTGS2/RAF1/RCAN1/RGS2/RHOA/ROCK1/ROCK2/RYR1/RYR2/RYR3/SRC/TRPM2,112
hsa04922_Glucagon_signaling_pathway,Endocrine system,ACACB/ADCY2/AKT1/AKT2/AKT3/ATF2/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CPT1A/CREB1/CREB3/CREB3L1/CREB3L2/CREBBP/EP300/FBP1/FOXO1/G6PC3/GCK/GNAQ/GNAS/GYS1/ITPR1/ITPR2/ITPR3/LDHA/LDHAL6B/LDHB/LDHC/PCK1/PCK2/PDE3B/PDHA1/PDHB/PFKFB1/PFKM/PFKP/PGAM1/PHKA1/PHKA2/PHKB/PHKG1/PHKG2/PLCB1/PLCB2/PLCB3/PLCB4/PPARA/PPARGC1A/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PPP4C/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/PRMT1/PYGB/PYGL/PYGM/SIK2/SIRT1/SLC2A1,72
hsa04923_Regulation_of_lipolysis_in_adipocytes,Endocrine system,ABHD5/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ADRB1/ADRB2/AKT1/AKT2/AKT3/CIDEC/GNAI1/GNAI2/GNAI3/GNAS/INSR/IRS1/IRS2/LIPE/MGLL/NPPA/NPR1/NPY1R/PDE3B/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PNPLA2/PRKACA/PRKACB/PRKG1/PRKG2/PTGER3/PTGS1/PTGS2/TSHR,41
hsa04924_Renin_secretion,Endocrine system,ACE/ADCY6/ADRB1/ADRB2/AGTR1/AQP1/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CALM1/CALML4/CLCA2/CLCA4/CREB1/CTSB/EDN1/EDN2/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/GUCY1A2/ITPR1/ITPR2/ITPR3/KCNJ2/KCNMA1/NPPA/NPR1/PDE1A/PDE1B/PDE3A/PDE3B/PLCB1/PLCB2/PLCB3/PLCB4/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKACA/PRKACB/PRKG2/PTGER2/PTGER4,48
hsa04925_Aldosterone_synthesis_and_secretion,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AGTR1/ATF1/ATF2/ATF6B/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2B1/ATP2B2/ATP2B3/ATP2B4/CACNA1C/CACNA1D/CACNA1F/CACNA1G/CACNA1H/CACNA1I/CACNA1S/CALM1/CALML4/CAMK1/CAMK1D/CAMK2A/CAMK2B/CAMK2G/CAMK4/CREB1/CREB3/CREB3L1/CREB3L2/CYP11A1/DAGLA/GNA11/GNAQ/GNAS/ITPR1/ITPR2/ITPR3/KCNJ5/KCNK3/LDLR/LIPE/NPPA/NPR1/NR4A1/NR4A2/PDE2A/PLCB1/PLCB2/PLCB3/PLCB4/POMC/PRKACA/PRKACB/PRKCA/PRKCB/PRKCE/PRKCG/PRKD1/PRKD2/PRKD3/SCARB1/STAR,71
hsa04926_Relaxin_signaling_pathway,Endocrine system,ACTA2/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKT1/AKT2/AKT3/ARRB1/ARRB2/ATF2/ATF6B/COL1A1/COL1A2/COL4A2/COL4A3/COL4A4/COL4A5/COL4A6/CREB1/CREB3/CREB3L1/CREB3L2/EDN1/EGFR/FOS/GNA15/GNAI1/GNAI2/GNAI3/GNAO1/GNAS/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GRB2/HRAS/INSL3/JUN/KRAS/MAP2K1/MAP2K2/MAP2K4/MAP2K7/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MMP1/MMP2/MMP9/NFKB1/NFKBIA/NOS1/NOS2/NOS3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/RAF1/RELA/RLN1/RLN2/SHC1/SHC2/SHC3/SMAD2/SOS1/SOS2/SRC/TGFB1/TGFBR1/TGFBR2/VEGFA/VEGFB,100
hsa04927_Cortisol_synthesis_and_secretion,Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AGTR1/ATF2/ATF6B/CACNA1C/CACNA1D/CACNA1F/CACNA1G/CACNA1H/CACNA1I/CACNA1S/CREB1/CREB3/CREB3L1/CREB3L2/CYP11A1/CYP17A1/GNA11/GNAQ/GNAS/ITPR1/ITPR2/ITPR3/KCNK3/LDLR/NR4A1/NR5A1/PBX1/PDE8A/PDE8B/PLCB1/PLCB2/PLCB3/PLCB4/POMC/PRKACA/PRKACB/SCARB1/SP1/STAR,45
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",Endocrine system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKAP13/ARAF/ARHGEF11/ARRB1/ARRB2/ATF2/ATF6B/BCL2/CASR/CDKN1A/CREB1/CREB3/CREB3L1/CREB3L2/CYP27B1/EGFR/EGR1/FGFR1/FOS/GATA3/GCM1/GNA11/GNA12/GNA13/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/HBEGF/ITPR1/ITPR2/ITPR3/JUND/KL/LRP5/LRP6/MAFB/MAP2K1/MAPK1/MAPK3/MEF2A/MEF2C/MEF2D/MMP14/MMP15/MMP16/MMP17/MMP24/MMP25/NACA/NR4A2/PDE4A/PDE4B/PDE4D/PLCB1/PLCB2/PLCB3/PLCB4/PLD1/PLD2/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PTH1R/PTHLH/RAF1/RHOA/RUNX2/RXRB/SLC34A1/SP1/TNFSF11/TRPV5/VDR,83
hsa04929_GnRH_secretion,Endocrine system,AKT1/AKT2/AKT3/ARRB1/ARRB2/CACNA1C/CACNA1D/CACNA1F/CACNA1G/CACNA1H/CACNA1I/CACNA1S/ESR2/GABBR1/GABBR2/GNA11/GNAQ/GNRH1/GNRH2/HCN2/HRAS/ITPR1/ITPR2/ITPR3/KCNJ3/KCNJ5/KCNJ9/KCNN1/KCNN2/KCNN3/KCNN4/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCB1/PLCB2/PLCB3/PLCB4/PRKCA/PRKCB/PRKCG/RAF1/SPP1/TRPC1/TRPC5,53
hsa04930_Type_II_diabetes_mellitus,Endocrine and metabolic disease,ABCC8/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1G/GCK/HK1/HK2/HK3/HKDC1/IKBKB/INSR/IRS1/IRS2/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PKLR/PRKCD/PRKCE/SLC2A4/SOCS1/SOCS2/SOCS3/TNF,34
hsa04931_Insulin_resistance,Endocrine and metabolic disease,ACACB/AKT1/AKT2/AKT3/CD36/CPT1A/CREB1/CREB3/CREB3L1/CREB3L2/FOXO1/G6PC3/GFPT1/GFPT2/GSK3B/GYS1/IKBKB/IL6/INSR/IRS1/IRS2/MAPK10/MAPK8/MAPK9/MLX/MLXIP/MLXIPL/NFKB1/NFKBIA/NOS3/NR1H2/NR1H3/OGT/PCK1/PCK2/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PPARA/PPARGC1A/PPP1CB/PPP1CC/PPP1R3C/PPP1R3D/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKAG1/PRKAG2/PRKCB/PRKCD/PRKCE/PRKCQ/PTEN/PTPN1/PTPN11/PTPRF/PYGB/PYGL/PYGM/RELA/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6/RPS6KB1/RPS6KB2/SLC27A2/SLC27A3/SLC27A5/SLC2A1/SLC2A4/SOCS3/SREBF1/STAT3/TBC1D4/TNF/TRIB3,83
hsa04932_Non-alcoholic_fatty_liver_disease,Endocrine and metabolic disease,ADIPOR1/ADIPOR2/AKT1/AKT2/AKT3/BAX/BCL2L11/BID/CASP3/CASP7/CASP8/CDC42/CEBPA/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CYC1/CYCS/CYP2E1/DDIT3/EIF2AK3/EIF2S1/ERN1/FAS/FASLG/FOS/GSK3A/GSK3B/IKBKB/IL1A/IL1B/IL6/IL6R/INSR/IRS1/IRS2/ITCH/JUN/LEP/MAP3K11/MAP3K5/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/MLX/MLXIP/MLXIPL/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NFKB1/NR1H3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PKLR/PPARA/PPARG/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKAG1/PRKAG2/RAC1/RELA/SDHA/SDHB/SDHC/SDHD/SOCS3/SREBF1/TGFB1/TNF/TRAF2/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ,119
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,Endocrine and metabolic disease,AGER/AGTR1/AKT1/AKT2/AKT3/BAX/BCL2/CASP3/CCND1/CDC42/CDK4/CDKN1B/COL1A1/COL1A2/COL4A2/COL4A3/COL4A4/COL4A5/COL4A6/CYBB/DIAPH1/EDN1/EGR1/F3/FN1/FOXO1/HRAS/ICAM1/IL1A/IL1B/IL6/JAK2/JUN/KRAS/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MMP2/NFATC1/NFKB1/NOS3/NOX1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIM1/PLCB1/PLCB2/PLCB3/PLCB4/PLCD1/PLCE1/PLCG1/PLCG2/PRKCA/PRKCB/PRKCD/PRKCE/RAC1/RELA/SERPINE1/SMAD2/SMAD3/SMAD4/STAT1/STAT3/STAT5A/STAT5B/TGFB1/TGFB2/TGFB3/TGFBR1/TGFBR2/THBD/TNF/VEGFA/VEGFB,86
hsa04934_Cushing_syndrome,Endocrine and metabolic disease,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AGTR1/AHR/AIP/APC/APC2/ARNT/ASH2L/ATF2/ATF6B/AXIN1/CACNA1C/CACNA1D/CACNA1F/CACNA1G/CACNA1H/CACNA1I/CACNA1S/CAMK2A/CAMK2B/CAMK2G/CCND1/CCNE1/CCNE2/CDK2/CDK4/CDK6/CDKN1A/CDKN1B/CDKN2A/CDKN2B/CDKN2C/CREB1/CREB3/CREB3L1/CREB3L2/CRHR2/CTNNB1/CYP11A1/CYP17A1/DVL1/DVL2/DVL3/E2F1/E2F2/E2F3/EGFR/FH/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GNA11/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/GSK3B/ITPR1/ITPR2/ITPR3/KCNK3/LDLR/LEF1/MAP2K1/MAP2K2/MAPK1/MAPK3/MEN1/NR4A1/NR5A1/PBX1/PDE8A/PDE8B/PLCB1/PLCB2/PLCB3/PLCB4/POMC/PRKACA/PRKACB/RAP1A/RAP1B/RB1/RBBP5/SCARB1/SP1/STAR/TCF7/TCF7L1/TCF7L2/USP8/WDR5B/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B,114
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",Endocrine system,ADCY1/ADCY10/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKT1/AKT2/AKT3/ATF2/ATF6B/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CREB1/CREB3/CREB3L1/CREB3L2/CREBBP/CRK/CRKL/EP300/FOS/GHR/GNA11/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/GRB2/GSK3B/HRAS/IGF1/IGFALS/IGFBP3/IRS1/IRS2/ITPR1/ITPR2/ITPR3/JAK2/JUNB/KRAS/MAP2K1/MAP2K2/MAP2K4/MAP2K6/MAP3K1/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCB1/PLCB2/PLCB3/PLCB4/PLCG1/PLCG2/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PTK2/RAF1/SHC1/SHC2/SHC3/SOCS1/SOCS2/SOCS3/SOS1/SOS2/SSTR2/STAT1/STAT3/STAT5A/STAT5B,92
hsa04936_Alcoholic_liver_disease,Endocrine and metabolic disease,ACACB/ACADM/ACADVL/ACOX1/ACOX3/ADH1A/ADH5/ADH6/ADIPOR1/ADIPOR2/AKT1/AKT2/AKT3/ALDH1B1/ALDH2/ALDH3A2/ALDH7A1/ALDH9A1/C1QA/C1QB/C2/C3/C3AR1/C5/C5AR1/CAMKK2/CASP3/CASP8/CCND1/CD14/CHUK/CPT1A/CTNNB1/CXCL1/CXCL2/CXCL3/CYP2E1/FADD/FAS/FASLG/FASN/FOXO1/FOXO3/GSK3B/IKBKB/IL12A/IL12B/IL17RA/IL17RC/IL1B/IL6/IRAK1/IRAK4/IRF3/LBP/LEF1/LPIN1/LPIN2/LY96/MAP2K4/MAP2K6/MAP2K7/MAP3K14/MAP3K5/MAP3K7/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/MLYCD/MYD88/NFKB1/NFKBIA/PPARA/PPARGC1A/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKAG1/PRKAG2/RELA/RIPK1/SCD/SCD5/SIRT1/SREBF1/TBK1/TCF7/TCF7L1/TCF7L2/TICAM1/TLR4/TNF/TRA2A/TRADD/TRAF3/TRAF6,101
hsa04940_Type_I_diabetes_mellitus,Endocrine and metabolic disease,CD28/CD80/CD86/CPE/FAS/FASLG/GAD1/GZMB/HSPD1/ICA1/IFNG/IL12A/IL12B/IL1A/IL1B/LTA/PRF1/PTPRN/PTPRN2/TNF,20
hsa04950_Maturity_onset_diabetes_of_the_young,Endocrine and metabolic disease,GCK/HES1/HHEX/HNF4A/MNX1/NR5A2/ONECUT1/PAX6/PKLR,9
